gvkey,datadate,conm,tic,cusip,dldte,dlrsn
62698,2010/1/4,MEXICAN RESTAURANTS INC,CASA.1,59283R104,2014/5/9,1
162721,2010/1/4,BONDS.COM GROUP INC,BDCG,98003205,2014/5/9,1
6529,2010/1/4,LSI CORP,LSI.1,502161102,2014/5/7,1
22181,2010/1/4,ENVIRONMENTAL ENERGY SERVICE,EESV,29406Q101,2014/5/7,1
143951,2010/1/4,MISSION OAKS BANCORP,MOKB,60510L100,2014/5/6,1
148455,2010/1/4,MEGA BRANDS INC,MB.,58515N303,2014/5/5,1
63511,2010/1/4,PROVIDENT COMMUN BANCSHS INC,PCBS,74386S107,2014/5/2,1
266196,2010/1/4,COASTAL CONTACTS INC,COA.,19044R207,2014/5/2,1
1408,2010/1/4,BEAM INC,BEAM.2,73730103,2014/5/1,1
29274,2010/1/4,ATMI INC,ATMI.1,00207R101,2014/5/1,1
111976,2010/1/4,WASHINGTON BANKING CO,WBCO,937303105,2014/5/1,1
163681,2010/1/4,UNITED FINANCIAL BANCRP -OLD,7131B,91030T109,2014/5/1,1
61656,2010/1/4,ACCELRYS INC,ACCL.1,00430U103,2014/4/30,1
117868,2010/1/4,TOWER FINANCIAL CORP,TOFC,891769101,2014/4/28,1
150217,2010/1/4,BANK ON IT INC,BKOT,06422U100,2014/4/28,1
176277,2010/1/4,ANIMAS RESOURCES LTD,ANI.,35265107,2014/4/24,1
182934,2010/1/4,AMERICAS BULLION ROYALTY CP,AMB.,03064H109,2014/4/24,1
108793,2010/1/4,REDTAIL METALS CORP,RTZ.,75773A104,2014/4/23,1
19538,2010/1/4,STERLING FINANCIAL CORP/WA,STSA.1,859319303,2014/4/22,1
105511,2010/1/4,PENNANT ENERGY INC,PEN.1,708049101,2014/4/22,1
25623,2010/1/4,HI TECH PHARMACAL CO INC,HITK,42840B101,2014/4/21,1
30783,2010/1/4,SPORTS CLUB CO INC,SCYL,84917P100,2014/4/17,1
276880,2010/1/4,WITWATERSRAND CONS GOLD,WGR.,S98297104,2014/4/15,1
117762,2010/1/4,RENEGADE PETROLEUM LTD,RPL.,75971G101,2014/4/10,1
24032,2010/1/4,JONES GROUP INC,JNY,48020T101,2014/4/9,1
154755,2010/1/4,CAPITALSOURCE INC,CSE,14055X102,2014/4/8,1
21583,2010/1/4,F & M BANCORPORATION,FMBC,30237V103,2014/4/7,1
63702,2010/1/4,SOUTH STREET FINANCIAL CORP,3SSFC,840468102,2014/4/7,1
185078,2010/6/10,CRESO EXPLORATION INC,CXT.,22586T102,2014/4/7,1
152628,2010/1/4,AVENEX ENERGY CORP,AVF.,05355T114,2014/4/4,1
2025,2010/1/4,BRE PROPERTIES INC,BRE,5.56E+109,2014/4/2,1
10200,2010/1/4,SUPERTEX INC,SUPX.1,868532102,2014/4/2,1
61360,2010/1/4,MOSS LAKE GOLD MINES LTD,MOK.,619906100,2014/4/2,1
113140,2010/1/4,PACER INTERNATIONAL INC,PACR,69373H106,2014/4/2,1
121853,2010/1/4,ALASKA PACIFIC BANCSHARS INC,3AKPB,11757101,2014/4/2,1
146139,2010/1/4,SHOPPERS DRUG MART CORP,SC.2,82509W103,2014/4/1,1
160629,2010/1/4,XYRATEX LTD,XRTX.1,G98268108,2014/4/1,1
20847,2010/1/4,VITRAN CORP INC,VTNC,9.29E+111,2014/3/28,1
14674,2010/1/4,PATIENT SAFETY TECHNOLOGIES,PSTX.1,70322H106,2014/3/25,1
7107,2010/1/4,MATERIAL SCIENCES CORP,MASC,576674105,2014/3/21,1
175510,2010/1/4,PVR PARTNERS LP,PVR,693665101,2014/3/21,1
181898,2010/1/4,IRONWOOD GOLD CORP-OLD,IROG.1,46399G932,2014/3/21,1
175483,2010/1/4,CADENCE PHARMACEUTICALS INC,CADX,12738T100,2014/3/20,1
114484,2010/1/4,LEAP WIRELESS INTL INC,LEAP.5,521863308,2014/3/17,1
143588,2010/1/4,WRANGLER WEST ENERGY CORP,WX.,982124109,2014/3/17,1
149437,2010/1/4,BRIGUS GOLD CORP,BRD.5,109490102,2014/3/11,1
157074,2010/1/4,CROSSTEX ENERGY INC,XTXI,22765Y104,2014/3/10,1
165573,2010/1/4,MEDISTEM INC,MEDS.,58501F207,2014/3/7,1
23852,2010/1/4,FOOD TECHNOLOGY SERVICE INC,VIFL,344798202,2014/3/6,1
163114,2010/1/4,EAGLE MOUNTAIN GOLD CORP,Z.2,26969R104,2014/3/5,1
25918,2010/1/4,ZOLTEK COS INC,ZOLT,98975W104,2014/3/3,1
31276,2010/1/4,CAMCO FINANCIAL CORP,CAFI.,132618109,2014/3/3,1
107452,2010/1/4,MISSION COMMUNITY BANCORP,MISN,605038108,2014/3/3,1
107769,2010/1/4,PALADIN LABS INC,PLB.,695942102,2014/3/3,1
1533,2010/1/4,AMERICAN PACIFIC CORP,APFC,28740108,2014/2/28,1
145043,2010/1/4,GIVEN IMAGING,GIVN,M52020100,2014/2/28,1
24726,2010/1/4,CANGENE CORP,CNJ.,13758B102,2014/2/25,1
29616,2010/1/4,TUFCO TECHNOLOGIES INC,TFCO,899040109,2014/2/25,1
20317,2010/1/4,ZEDI INC,ZED.1,989215108,2014/2/24,1
154154,2010/1/4,NATUNOLA AGRITECH INC,NAH.,63883T106,2014/2/24,1
1728,2010/1/4,ARDEN GROUP INC  -CL A,ARDNA,39762109,2014/2/20,1
61903,2010/1/4,PERFORMANCE TECHNOLOGIES INC,PTIX.1,71376K102,2014/2/20,1
163802,2010/1/4,NOVIK INC,NVK.,670083104,2014/2/20,1
1635,2010/1/4,ANAREN INC,ANEN,32744104,2014/2/19,1
63799,2010/1/4,BRITTON & KOONTZ CAP CORP,BKBK,111091104,2014/2/18,1
112362,2010/1/4,BCSB BANCORP INC,BCSB,55367106,2014/2/18,1
121854,2010/1/4,CHEROKEE BANKING CO,CHKJ,164154106,2014/2/18,1
165640,2010/1/4,COLEMAN CABLE INC,CCIX.2,193459302,2014/2/12,1
27950,2010/1/4,NUVEEN PA PREM INCM MUN FD 2,NPY,67061F101,2014/2/10,1
142938,2010/1/4,NUVEEN PA DIV ADVANTAGE MUN,NXM,6.71E+107,2014/2/10,1
147837,2010/1/4,NUVEEN PA DIVID ADV MUN FD 2,NVY,67071W102,2014/2/10,1
147414,2010/1/4,PREMIER SERVICE BANK,PSBK,74057V108,2014/2/7,1
176065,2010/1/4,GREAT FLORIDA BANK,GFLB,390528107,2014/2/7,1
108818,2010/1/4,COMMERCIAL SOLUTIONS INC,CSA.,202372108,2014/2/6,1
25021,2010/1/4,VALASSIS COMMUNICATIONS INC,VCI,918866104,2014/2/5,1
65254,2010/1/4,SIROCCO MINING INC,SIM.1,82967T105,2014/2/5,1
105251,2010/1/4,AASTRA TECHNOLOGIES LTD,AAH.,2922201,2014/2/5,1
181617,2010/1/4,CORNERSTONE THERAPEUTICS INC,CRTX.1,21924P103,2014/2/5,1
4807,2010/1/4,FLOW INTL CORP,FLOW.1,343468104,2014/2/4,1
118577,2010/1/4,LIFE TECHNOLOGIES CORP,LIFE.3,53217V109,2014/2/4,1
127179,2010/1/4,HARRIS INTERACTIVE INC,HPOL,414549105,2014/2/4,1
3612,2010/1/4,COSTA INC   -CL A,ATX,22149T102,2014/2/3,1
4127,2010/1/4,DYNAMICS RESEARCH CORP,DRCO.,268057106,2014/2/3,1
30310,2010/1/4,CONSOLIDATED GRAPHICS INC,CGX,209341106,2014/2/3,1
62472,2010/1/4,VIRGINIA COMM BANCORP INC,VCBI,92778Q109,2014/2/3,1
140194,2010/1/4,GASTAR EXPLORATION INC-OLD,GST.1,367299203,2014/2/3,1
9284,2010/1/4,HARRIS TEETER SUPERMARKETS,HTSI,414585109,2014/1/29,1
12338,2010/1/4,HEALTH MANAGEMENT ASSOC,HMA.2,421933102,2014/1/27,1
64004,2010/1/4,VIROPHARMA INC,VPHM,928241108,2014/1/27,1
178425,2010/1/4,ALLIANZGI GLBL EQ & CONV INC,NGZ,01882W100,2014/1/27,1
17078,2010/1/4,CHANNEL RESOURCES LTD,CHU.,15916P105,2014/1/24,1
142275,2010/1/4,NOVUS ENERGY INC,NVS.1,67011D107,2014/1/24,1
175913,2010/1/4,SOLTA MEDICAL INC,SLTM,83438K103,2014/1/24,1
140171,2010/1/4,REBGOLD CORP,RBG.,756183208,2014/1/22,1
116791,2010/1/4,METROCORP BANCSHARES INC,MCBI.1,591650106,2014/1/21,1
165355,2010/1/4,ROCKGATE CAPITAL CORP,RGT.,773405105,2014/1/21,1
19795,2010/1/4,UNITED FINL BANKING COS INC,UFBC,910305200,2014/1/16,1
132518,2010/1/4,ASIAINFO-LINKAGE INC,ASIA.1,04518A104,2014/1/16,1
149538,2010/1/4,KIMBER RESOURCES INC,KBXRF,49435N101,2014/1/14,1
65630,2010/1/4,MAC-GRAY CORP,TUC,554153106,2014/1/9,1
157954,2010/1/4,SANTARUS INC,SNTS,802817304,2014/1/3,1
26043,2010/1/4,ATLANTIS SYSTEMS CORP,AIQ.H,04915Q207,2014/1/2,1
65483,2010/1/4,STELLARONE CORP,STEL.1,85856G100,2014/1/2,1
161061,2010/1/4,1ST FINANCIAL SERVICES CORP,FFIS,32022X104,2014/1/2,1
165854,2010/1/4,EASTERN INSURANCE HLDGS INC,EIHI,276534104,2014/1/2,1
184225,2010/4/30,PAA NATURAL GAS STORAGE LP,PNG,693139107,2014/1/2,1
15859,2010/1/4,CONSULIER ENGINEERING INC,CSLR.1,210446308,2013/12/31,1
152134,2010/1/4,VOLTA RESOURCES INC,VTR.,92870R104,2013/12/30,1
2150,2010/1/4,BELO CORP  -SER A COM,BLC,80555105,2013/12/24,1
24538,2010/1/4,STEWART ENTERPRISES  -CL A,STEI,860370105,2013/12/24,1
177781,2010/1/4,SPREADTRUM COMMUNICATNS -ADR,SPRD,849415203,2013/12/24,1
178627,2010/1/4,HIGH DESERT GOLD CORP,HDG.,42965Y100,2013/12/24,1
107449,2010/1/4,MESSINA MINERALS INC,MMI.,590815205,2013/12/23,1
7824,2010/1/4,NV ENERGY INC,NVE,67073Y106,2013/12/20,1
160228,2010/1/4,THOMAS PROPERTIES GROUP,TPGI,884453101,2013/12/20,1
4245,2010/1/4,ELAN CORP PLC,ELN,284131208,2013/12/19,1
154434,2010/1/4,MINDSPEED TECHNOLOGIES INC,MSPD,602682205,2013/12/19,1
179739,2010/1/4,PIONEER SOUTHWEST ENERGY -LP,PSE.3,72388B106,2013/12/19,1
179380,2010/1/4,MAKO SURGICAL CORP,MAKO,560879108,2013/12/18,1
180338,2010/1/4,ANGLE ENERGY INC,NGL.,34760207,2013/12/17,1
141376,2010/1/4,STEWART (W P) & CO LTD,WPSL,860474105,2013/12/16,1
65244,2010/1/4,GLOBECOMM SYSTEMS INC,GCOM,37956X103,2013/12/12,1
62883,2010/1/4,VISION GLOBAL SOLUTIONS INC,ESES.1,92832G204,2013/12/11,1
7506,2010/1/4,MOLEX INC,MOLX,608554101,2013/12/10,1
1382,2010/1/4,US AIRWAYS GROUP INC,LCC,90341W108,2013/12/9,1
28273,2010/1/4,BLACKROCK SENIOR HIGH INC FD,ARK,09255T109,2013/12/9,1
147458,2010/1/4,BLACKROCK STRATEGIC BOND TR,BHD,09249G106,2013/12/9,1
175127,2010/1/4,ROMA FINANCIAL CORP,ROMA.1,77581P109,2013/12/9,1
143033,2010/1/4,ALPHA MINERALS INC,AMW.,02077G108,2013/12/6,1
110899,2010/1/4,NORCAL COMMUNITY BANCORP,NCLC,655484103,2013/12/5,1
140959,2010/1/4,CONCORDIA RESOURCE CORP,CCN.3,206606105,2013/12/5,1
10420,2010/1/4,TELLABS INC,TLAB,879664100,2013/12/4,1
142623,2010/1/4,CAPITAL GAINS INCOME STREAMS,CGQ.E,14017N101,2013/12/4,1
144380,2010/1/4,INCOME STREAMS III CORP,STQ.E,45336U103,2013/12/4,1
23223,2010/1/4,PACIFIC RIM MINING CORP,PFRMF,694915208,2013/12/3,1
187608,2010/1/4,RMS SYSTEMS INC,RMS.1,74961Q104,2013/12/3,1
14069,2010/1/4,WEST STREET CAPITAL CORP,WSC.,956150106,2013/11/29,1
9715,2010/1/4,SYMMETRICOM INC,SYMM,871543104,2013/11/27,1
25980,2010/1/4,SHFL ENTERTAINMENT INC,SHFL,78423R105,2013/11/26,1
7781,2010/1/4,NATIONAL TECHNICAL SYS INC,NTSC,638104109,2013/11/25,1
140203,2010/1/4,BRAZILIAN GOLD CORP,BGC.4,105885107,2013/11/22,1
141103,2010/1/4,SAEHAN BANCORP,SAEB,78636R108,2013/11/22,1
25181,2010/1/4,CHROMCRAFT REVINGTON INC,CRCV,171117104,2013/11/21,1
148552,2010/1/4,NILE THERAPEUTICS INC,NLTX.1,654145101,2013/11/21,1
7691,2010/1/4,NASH FINCH CO,NAFC,631158102,2013/11/20,1
11751,2010/1/4,SAND TECHNOLOGY INC  -CL A,SNDTF,799774302,2013/11/18,1
15237,2010/1/4,BLACKROCK HIGH INCOME SHARES,HIS,9.25E+110,2013/11/18,1
16926,2010/1/4,MAYFLOWER BANCORP INC,MFLR,578321101,2013/11/18,1
28595,2010/1/4,BLACKROCK CORP HIGH YLD FD,COY,09255L106,2013/11/18,1
66399,2010/1/4,BLACKROCK CORP HI YLD FD III,CYE,09255M104,2013/11/18,1
116847,2010/1/4,BLACKROCK HIGH YIELD TRUST,BHY,09248N102,2013/11/18,1
124376,2010/1/4,HILLTOP COMMUNITY BANCORP,3HTBC,43274N108,2013/11/18,1
146271,2010/1/4,BLACKROCK CORP HIGH YLD FD V,HYV,09255N102,2013/11/18,1
176308,2010/1/4,TRIOIL RESOURCES LTD,TOL.,896724101,2013/11/18,1
24304,2010/1/4,ROCHESTER MEDICAL CORP,ROCM,771497104,2013/11/15,1
65621,2010/1/4,CENTERLINE HOLDING CO,CLNH.1,15188T801,2013/11/15,1
115121,2010/1/4,CFS BANCORP INC,CITZ.1,12525D102,2013/11/13,1
166451,2010/1/4,NYSE EURONEXT,NYX.1,629491101,2013/11/13,1
7203,2010/1/4,MEDIA GENERAL INC  -OLD,MEG.1,58499D933,2013/11/12,1
62253,2010/1/4,WILTON BANK CONN,3WIBW,972491104,2013/11/12,1
165204,2010/1/4,BONNETTS ENERGY CORP,BT.,98413107,2013/11/8,1
2290,2010/1/4,OFFICEMAX INC,OMX,67622P101,2013/11/6,1
66059,2010/1/4,OFFICIAL PAYMENTS HLDGS INC,OPAY,67623R106,2013/11/6,1
157493,2010/1/4,CAPLEASE INC,LSE.1,140288101,2013/11/6,1
13380,2010/1/4,SAKS INC,SKS,79377W108,2013/11/5,1
117149,2010/1/4,UNION BANCORP INC/PA,UBPT,90485K100,2013/11/5,1
10063,2010/1/4,STERLING BANCORP/NY -OLD,STL.2,859158107,2013/11/1,1
130041,2010/1/4,VERENIUM CORP,VRNM,92340P209,2013/11/1,1
12691,2010/1/4,THERAGENICS CORP,TGX,883375107,2013/10/30,1
177697,2010/1/4,BOISE INC,BZ.WS,09746Y113,2013/10/28,1
176594,2010/1/4,OPTIMER PHARMACEUTICALS INC,OPTR,68401H104,2013/10/25,1
142873,2010/1/4,ACADIAN MINING CORP,ADA.,4269205,2013/10/22,1
121074,2010/1/4,RADIANT COMMUNICATIONS CORP,RCN.2,75024N202,2013/10/21,1
11509,2010/1/4,WMS INDUSTRIES INC,WMS.1,929297109,2013/10/18,1
26748,2010/1/4,RAINY RIVER RESOURCES LTD,RR.,75101R100,2013/10/17,1
6357,2010/1/4,KAYDON CORP,KDN,486587108,2013/10/16,1
31159,2010/1/4,GILMAN CIOCIA INC,GTAX,375908100,2013/10/16,1
151403,2010/1/4,MPG OFFICE TRUST INC,MPG.3,553274101,2013/10/16,1
175378,2010/1/4,SURE ENERGY INC,SHR.,868656109,2013/10/16,1
1634,2010/1/4,ANALYSTS INTERNATIONAL CORP,ANLY,32681207,2013/10/14,1
1974,2010/1/4,BAKER (MICHAEL) CORP,BKR.1,57149106,2013/10/14,1
26067,2010/1/4,PVF CAPITAL CORP,PVFC,693654105,2013/10/14,1
62382,2010/1/4,ASTEX PHARMACEUTICALS INC,ASTX.1,04624B103,2013/10/14,1
183570,2010/1/4,RUE21 INC,RUE,781295100,2013/10/11,1
148530,2010/1/4,GENERAL DONLEE CANADA INC,GDI.1,369537105,2013/10/10,1
65510,2010/1/4,OROMIN EXPLORATIONS LTD,OLEPF,687082107,2013/10/9,1
176556,2010/1/4,SOURCEFIRE INC,FIRE,83616T108,2013/10/8,1
107031,2010/1/4,INTERNATIONAL TME RESOURCES,ITME,46049W105,2013/10/7,1
163879,2010/1/4,MAIDENFORM BRANDS INC,MFB,560305104,2013/10/7,1
63969,2010/1/4,SUN-RYPE PRODUCTS LTD,SRF.,866934409,2013/10/4,1
112894,2010/1/4,JOVIAN CAPITAL CORP,JOV.,481158202,2013/10/4,1
20859,2010/1/4,WINDARRA MINERALS LTD,WRA.,973151103,2013/10/3,1
63997,2010/1/4,CML HEALTHCARE INC,CLC.1,12582Q103,2013/10/3,1
66681,2010/1/4,AMERICAN SAFETY INS HLDG LTD,ASI,G02995101,2013/10/3,1
25745,2010/1/4,CRIMSON EXPLORATION INC,CXPO,22662K207,2013/10/2,1
28900,2010/1/4,COLONIAL PROPERTIES TRUST,CLP,195872106,2013/10/2,1
62826,2010/1/4,ONYX PHARMACEUTICALS INC,ONXX,683399109,2013/10/2,1
158218,2010/1/4,COMMERCE NATIONAL BANK/CA,3CNBF,200661106,2013/10/2,1
160505,2010/1/4,VOLTERRA SEMICONDUCTOR CORP,VLTR,928708106,2013/10/2,1
28135,2010/1/4,CENTRAL VIRGINIA BANKSHARES,CVBK,155792104,2013/10/1,1
63914,2010/1/4,CNH GLOBAL NV,CNH.2,N20935206,2013/10/1,1
175163,2010/1/4,WARNER CHILCOTT PLC,WCRX,G94368100,2013/10/1,1
142748,2010/1/4,ARBITRON INC,ARB.1,03875Q108,2013/9/30,1
175475,2010/1/4,MEDICAGO INC,MDG.,58450N102,2013/9/20,1
63424,2010/1/4,STEINWAY MUSICAL INSTRS INC,LVB,858495104,2013/9/19,1
164258,2010/1/4,GLOBALOPTIONS GROUP INC-OLD,3GLOI.,37799P937,2013/9/18,1
179082,2010/1/4,MEMSIC INC,MEMS.1,586264103,2013/9/18,1
65676,2010/1/4,INTERMEC INC,IN,458786100,2013/9/17,1
64595,2010/1/4,MEADE INSTRUMENTS CORP,MEAD,583062203,2013/9/16,1
66398,2010/1/4,ORSA VENTURES CORP,ORN.,687496109,2013/9/16,1
174995,2010/1/4,MISCOR GROUP LTD,MIGL,60477P201,2013/9/16,1
134384,2010/1/4,STEC INC,STEC.1,784774101,2013/9/13,1
14650,2010/1/4,BMC SOFTWARE INC,BMC,55921100,2013/9/11,1
26350,2010/1/4,STRATHMORE MINERALS CORP,STM.3,863077103,2013/9/9,1
174148,2010/1/4,NEWPORT BANCORP INC,NFSB,651754103,2013/9/9,1
223082,2010/1/4,STERLITE INDUSTRIES (INDIA),SLT.1,859737207,2013/9/9,1
27934,2010/1/4,EACOM TIMBER CORP,ETR.,269388104,2013/9/6,1
63551,2010/1/4,FIRST M&F CORP,FMFC.1,320744105,2013/9/4,1
108740,2010/1/4,MULTIBAND CORP,MBND.1,62544X209,2013/9/3,1
155770,2010/1/4,ESPERANZA RESOURCES CORP,EPZ.,29664V107,2013/9/3,1
162903,2010/1/4,TELANETIX INC,TNIX,879180206,2013/9/3,1
184724,2010/1/4,CHINA SHANDONG INDS INC,CSNH,169444403,2013/9/3,1
176135,2010/1/4,PROLOR BIOTECH INC,PBTH,74344F106,2013/8/30,1
176971,2010/1/4,URANIUM FOCUSED ENERGY FUND,UF.U,917001109,2013/8/30,1
7281,2010/1/4,MET-PRO CORP,MPR,590876306,2013/8/28,1
61596,2010/1/4,BUCKEYE TECHNOLOGIES INC,BKI.1,118255108,2013/8/26,1
124196,2010/1/4,KEYNOTE SYSTEMS INC,KEYN,493308100,2013/8/23,1
150281,2010/1/4,VIATEL HOLDING BERMUDA LTD,VIAHF,G93447111,2013/8/23,1
140391,2010/1/4,ENTERPRISE ENERGY RES LTD,EER.,293708103,2013/8/21,1
140614,2010/1/4,THALLION PHARMACEUTICALS INC,TLN.,88327P105,2013/8/21,1
161814,2010/1/4,MARKET LEADER INC,LEDR,57056R103,2013/8/20,1
31289,2010/1/4,CKF BANCORP INC,CKFB,12561J104,2013/8/16,1
29143,2010/1/4,AMERISTAR CASINOS INC,ASCA.1,03070Q101,2013/8/14,1
184980,2010/6/1,FRONT STREET STRAT YIELD FD,FSS.A,3.59E+206,2013/8/13,1
151161,2010/1/4,OVERHILL FARMS INC,OFI,690212105,2013/8/12,1
18364,2010/1/4,FISHER COMMUNICATIONS INC,FSCI,337756209,2013/8/9,1
24796,2010/1/4,OP-TECH ENVIRONMENTAL SVCS,OTES,683450100,2013/7/31,1
153028,2010/1/4,TRUE RELIGION APPAREL INC,TRLG,89784N104,2013/7/31,1
14137,2010/1/4,SPROTT RESOURCE LENDING CORP,SILU,85207J100,2013/7/30,1
16836,2010/1/4,FIRST FINANCIAL HOLDINGS-OLD,FFCH,320239106,2013/7/29,1
65554,2010/1/4,POWER-ONE INC,PWER.1,73930R102,2013/7/26,1
6424,2010/1/4,KEYSTONE CONS INDUSTRIES INC,KYCN,493422307,2013/7/23,1
7576,2010/1/4,VERAMARK TECHNOLOGIES INC,VERA.1,923351100,2013/7/23,1
106968,2010/1/4,KENAI RESOURCES LTD,KAI.,488533100,2013/7/22,1
106173,2010/1/4,DIAZ RESOURCES LTD,DZR.,252904503,2013/7/19,1
108107,2010/1/4,BUCHANS MINERALS CORP,BMC.,11801R108,2013/7/18,1
154708,2010/1/4,TALON THERAPEUTICS INC,3TLON,87484H104,2013/7/18,1
163933,2010/1/4,TRX INC,TRXI,898452107,2013/7/16,1
164574,2010/1/4,FNC REALTY CORP,FNRY,30254H102,2013/7/15,1
178919,2010/1/4,NUVEEN MUN HIGH INC OPP FD 2,NMD,670683101,2013/7/15,1
31037,2010/1/4,ASSISTED LIVING CONCEPTS INC,ALC.3,04544X300,2013/7/12,1
31193,2010/1/4,DIGITAL ANGEL CORP-OLD2,DIGA.1,25399A913,2013/7/10,1
64920,2010/1/4,HALO RESOURCES LTD,HLOSF,40637D306,2013/7/10,1
181904,2010/1/4,CLEARWIRE CORP,CLWR,18538Q105,2013/7/10,1
15088,2010/1/4,ASTRAL MEDIA INC  -CL A,ACM.A,46346201,2013/7/9,1
147316,2010/1/4,HARTVILLE GROUP INC,HVLL,417287208,2013/7/8,1
160646,2010/1/4,XCEED MORTGAGE CO,XMC.1,98389U108,2013/7/8,1
162736,2010/1/4,SECOND WAVE PETROLEUM INC,SCS.,813646106,2013/7/5,1
177872,2010/1/4,SOUNDBITE COMMUNICATIONS INC,SDBT,836091108,2013/7/5,1
20381,2010/1/4,EPIC DATA INTERNATIONAL INC,EKD.,293916102,2013/7/3,1
65531,2010/1/4,ROEBLING FINANCIAL CORP INC,3RBLG,775004104,2013/7/3,1
165714,2010/1/4,PRIVATE BANK OF CALIFORNIA,PBCA.,74270Y103,2013/7/3,1
6836,2010/1/4,LUFKIN INDUSTRIES INC,LUFK,549764108,2013/7/2,1
112366,2010/1/4,KNIGHT CAPITAL GROUP INC,KCG.1,499005106,2013/7/2,1
154056,2010/1/4,NATIONAL FINANCIAL PRTNRS CP,NFP,63607P208,2013/7/2,1
158335,2010/1/4,SAN DIEGO TRUST BANK,SDBK,797483104,2013/7/2,1
165283,2010/1/4,KEYREIT,KRE.UN,493334106,2013/7/2,1
2856,2010/1/4,CH ENERGY GROUP INC,CHG.2,12541M102,2013/6/28,1
127644,2010/1/4,FEIHE INTERNATIONAL INC,ADY,31429Y103,2013/6/28,1
162517,2010/1/4,ZHONGPIN INC,HOGS,98952K107,2013/6/28,1
182636,2010/1/4,RIDGEMONT IRON ORE CORP,RDG.2,76609P109,2013/6/28,1
108755,2010/1/4,WINSTAR RESOURCES LTD,WIX.2,975529108,2013/6/27,1
133432,2010/1/4,WEBSENSE INC,WBSN,947684106,2013/6/27,1
26038,2010/1/4,PALOMAR MED TECHNOLOGIES INC,PMTI,697529303,2013/6/25,1
29634,2010/1/4,TELULAR CORP,WRLS.1,87970T208,2013/6/25,1
26934,2010/1/4,WESTERN ASST HI INCM FD INC,HIF,95766H106,2013/6/24,1
144567,2010/1/4,SOUTHERN CONN BANCORP INC,SSE.1,84264A102,2013/6/24,1
113229,2010/1/4,LUZERNE NATIONAL BANK CORP,LUZR,550748107,2013/6/14,1
157058,2010/1/4,ASSET ACCEPTANCE CAPITL CP,AACC,04543P100,2013/6/14,1
178209,2010/1/4,CONNOR CLARK & LUNN FINL OPP,GFO.UN,20824F108,2013/6/14,1
63621,2010/1/4,HOT TOPIC INC,HOTT,441339108,2013/6/13,1
1173,2010/1/4,AEROSONIC CORP,AIM.1,8015307,2013/6/11,1
153668,2010/1/4,VIRGIN MEDIA INC,VMED,92769L101,2013/6/10,1
19997,2010/1/4,AURIZON MINES LTD,AZK,05155P106,2013/6/6,1
62236,2010/1/4,CONCEPTUS INC,CPTS,206016107,2013/6/6,1
17069,2010/1/4,FIRST CALIF FINL GROUP INC,FCAL.1,319395109,2013/6/4,1
30234,2010/1/4,MCMORAN EXPLORATION CO,MMR,582411104,2013/6/4,1
112101,2010/1/4,SOMERSET HILLS BANCORP,SOMH,834728107,2013/6/3,1
63600,2010/1/4,CYMER INC,CYMI,232572107,2013/5/31,1
178846,2010/1/4,ENERGYSOLUTIONS INC,ES.2,292756202,2013/5/28,1
124680,2010/1/4,WESTERN WIND ENERGY CORP,WNDEF,95988Q108,2013/5/27,1
177815,2010/1/4,URASTAR GOLD CORP,URS.,91704D109,2013/5/27,1
64851,2010/1/4,BLUEFLY INC,BFLY.1,96227301,2013/5/24,1
164283,2010/1/4,FOCUS MEDIA HOLDING LTD,FMCN,34415V109,2013/5/24,1
183446,2010/1/4,CREXUS INVESTMENT CORP,CXS,226553105,2013/5/24,1
178948,2010/1/4,SAFETY FRST TR SER 07 CTF US,AKN,78647V205,2013/5/23,1
180658,2010/1/4,ARTIO GLOBAL INVESTORS INC,ART,04315B107,2013/5/22,1
18560,2010/1/4,OUTDOOR CHANNEL HLDGS INC,OUTD,690027206,2013/5/20,1
61608,2010/1/4,FIRSTCITY FINANCIAL CORP,FCFC,33761X107,2013/5/20,1
105730,2010/1/4,CALYPSO URANIUM CORP,CLP.,131719106,2013/5/15,1
179410,2010/1/4,YALIAN STEEL CORP,YL.1,984599100,2013/5/15,1
17148,2010/1/4,WSB HOLDINGS INC,WSB,92934C101,2013/5/14,1
108778,2010/1/4,IPARTY CORP,IPT,46261R107,2013/5/10,1
23877,2010/1/4,COVENTRY HEALTH CARE INC,CVH,222862104,2013/5/9,1
13630,2010/1/4,EDAC TECHNOLOGIES CORP,EDAC,279285100,2013/5/8,1
24775,2010/1/4,NUVEEN PREMIER MUNI OPPY FD,NIF,670987106,2013/5/6,1
28634,2010/1/4,NUVEEN PREM INCM MUNI OPPY,NPX,6706D8104,2013/5/6,1
60942,2010/1/4,MAKEMUSIC INC,MMUS,56086P202,2013/5/2,1
143870,2010/1/4,ALTERRA CAPITAL HOLDINGS LTD,ALTE,G0229R108,2013/5/2,1
162272,2010/1/4,COPANO ENERGY LLC,CPNO,217202100,2013/5/2,1
22205,2010/1/4,K-SWISS INC  -CL A,KSWS,482686102,2013/5/1,1
107424,2010/1/4,MID-WISCONSIN FINANCIAL SVCS,MWFS,59560R108,2013/5/1,1
160256,2010/1/4,METROPCS COMMUNICATIONS INC,PCS.2,591708102,2013/5/1,1
175739,2010/1/4,SUPERMEDIA INC,SPMD.2,868447103,2013/5/1,1
105386,2010/1/4,ANGOSS SOFTWARE CORP,ANC.1,34908301,2013/4/30,1
